TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
MLN,,"Peterson,J*",45,53,30,0,30,0,0,w*,0,0,24,43,9.1,52.2,16.4,2.4,3,-4,0,3/- (20-6),C,13,D,C,1,,314,371,365,,406,,406,rf-4(+1)e6 1b-3e14 3b-3e65 lf-4e6 2b-3e71
MLN,,"Pina,M",39,15,9,21.3,45.3,28.5,1,0,-3,0,36,1,9.1,25.1,26.4,5.8,8,-1,0,-/- (---),E,9,D,D,4,207,,,,,,,,"c-2(-3)e7,T-14(pb-0)"
MLN,,"Sogard,E*",115,25,4,14.9,21,14.9,0,w,+4,4,5,8,16.8,26.8,27.6,2,w,+4,4,-/- (---),E,12,D,C,1,,,315,321,434,516,,,3b-3e21 ss-4e34 2b-3e15 lf-5(+2)e16
MLN,,"Taylor,T",38,0,14,20.8,39.8,44.1,1.3,1*,0,16,25,0,17.4,22.4,46,5.6,8*,0,20,-/- (---),E,14,D,C,1,,,,,,303,403,303,rf-3(0)e3 cf-4e3 lf-3e3
MLN,,"Urias,L",109,36,2,25.5,29.5,42.7,0,w,+8,24,27,12,17.3,31.3,18,0,w,+8,23,*3-7/10-12 (15-7),C,13,D,D,3,,,321,208,336,,,,3b-2e8 2b-3e21 ss-3e36
MLN,,"Vogelbach,D*",115,44,5,0,7,0,0,w*,0,19,25,21,14.6,37.6,27.1,4,6,-7,16,-/- (---),E,9,D,D,1,,507,,,,,,,1b-5e7
MLN,,"Yelich,C*",200,29,28,21.9,50.9,59.8,9.1,8*,0,12,43,26,7.1,34,17.6,3,4,-1,8,"*2-5,12/- (15-11)",B,15,D,D,1,,,,,,304,,,lf-3(+1)e4
MMN,,"Aguilar,J",188,19,13,28.8,42.8,49.6,4,8,+8,17,13,15,18.3,34.3,26.7,1.8,4,+7,17,"2-5,12/- (3-1)",E,9,D,C,1,,316,,537,,,,,1b-3e16 3b-5e37
MMN,,"Alfaro,J",93,47,0,19.1,26.1,22.8,1.2,3,+4,15,53,0,12.1,19.1,17.5,1.4,3,+4,15,*4/- (20-6),C,13,D,D,3,401,,,,,,,525,"c-4(-1)e1,T-12(pb-7) rf-5(+1)e25"
MMN,,"Alvarez,E+",37,89,0,0,6,0,0,w*,0,0,51,7,16.5,29.5,17,0,w,0,0,*4/- (20-11),B,14,D,D,1,,,412,432,414,,,,2b-4e12 3b-4e32 ss-4e14
MMN,,"Anderson,B",200,27,8,22.9,36.9,27.9,1.3,4,+11,3,38,12,13.1,31.1,32,5.2,8,+11,3,-/- (---),E,12,D,D,1,,425,441,127,,,,,3b-1e27 1b-4e25 2b-4e41
MMN,,"Berti,J",120,21,29,11.2,45.2,21.7,3.5,w,0,0,32,23,19.5,47.5,29.5,2,w,0,1,"*2-5,12/- (19-13)",A,17,B,C,2,,,310,408,312,,406,406,2b-3e10 rf-4(+1)e6 cf-4e6 3b-4e8 ss-3e12
MMN,,"Brinson,L",106,23,7,20.6,27.6,40.9,2,5,+1,14,40,0,10.9,10.9,22.3,3.8,w,+1,16,*6/- (20-12),B,15,D,D,1,,,,,,205,205,205,rf-2(-1)e5 lf-2e5 cf-2e5
MMN,,"Cervelli,F",53,45,11,8.6,23.7,22.9,3.3,8,0,19,11,23,17,44,29.3,4,8,-6,25,3/- (20-6),D,9,D,D,4,303,,,,,,,,"c-3(0)e3,T-20(pb-6)"
MMN,,"Chisholm,J*",56,29,0,3.7,7.7,14.8,3.7,7*,0,0,43,11,4.9,19.9,16.3,1.8,3*,0,0,"*2-8,11/9,10,12 (15-8)",C,14,D,D,1,,,317,,326,,,,2b-3e17 ss-3e26
MMN,,"Cooper,G",120,15,6,36.3,45.3,81.8,10.5,8,+2,27,29,10,18.5,31.5,25.7,0.9,3,+2,26,-/- (---),E,10,D,C,3,,307,,,,,,,1b-3e7
MMN,,"Diaz,I*",22,40,0,9,9,9,0,w,-5,0,40,0,11.1,11.1,11.1,0,w,-5,0,-/- (---),E,12,D,B,2,,,432,,,,,,2b-4e32
MMN,,"Diaz,L*",39,54,0,0,0,0,0,w*,0,34,29,4,17.1,21.1,26.1,0,w,+4,29,-/- (---),E,10,D,D,1,,207,,,,,,,1b-2e7
MMN,,"Dickerson,C*",194,27,0,16.1,16.1,34.1,6,8,-7,21,5,6,28.3,34.3,33.7,1.3,3,-12,20,7/11 (13-5),E,11,D,B,1,,,,,,408,,,lf-4(+1)e8
MMN,,"Forsythe,L",34,56,5,17.6,22.6,48.8,7.5,8*,0,0,33,19,0,19,0,0,w*,0,0,-/- (---),E,12,D,D,3,,408,412,,,,,,2b-4e12 1b-4e8
MMN,,"Harrison,M",47,73,13,4.8,17.8,10.8,2,4*,0,0,84,5,4.7,9.7,12.3,2,w,0,0,"*4,5/- (20-13)",A,16,D,D,1,,,,,,,209,209,cf-2(-2)e9 rf-2e9
MMN,,"Joyce,M*",127,3,0,5.3,5.3,5.3,0,w,+2,20,38,21,21.4,42.4,31.9,3.3,w,+2,16,2/- (20-6),E,11,D,D,2,,,,,,412,,412,rf-4(+1)e12 lf-4e12
MMN,,"Marte,S",228,0,1,29.1,38.1,36.6,0,w,-3,16,17,0,25.2,33.2,38.8,1.8,4,-3,16,"*4,6/- (19-13)",A,15,C,C,0,,,,,,203,203,,cf-2(-3)e3 lf-2e3
MMN,,"Rojas,M",125,0,2,50,55,89.8,4.4,8,+4,3,9,17,19.4,39.4,38,3.8,w,+3,2,"*4,5/- (19-12)",B,12,D,B,2,,313,,305,214,,,,ss-2e14 3b-3e5 1b-3e13
MMN,,"Sanchez,J*",25,72,0,0,0,0,0,w*,0,29,50,28,0,28,0,0,w*,0,20,-/- (---),E,12,D,C,1,,,,,,,,321,rf-3(-1)e21
MMN,,"Sierra,M*",44,46,14,2.2,21.2,2.2,0,w,+4,0,11,10,21.8,36.8,38.4,0,w,+4,0,*3-6/- (19-15),A,17,B,C,3,,,,,,207,307,207,cf-3(-2)e7 lf-2e7 rf-2e7
MMN,,"Wallach,C",44,14,11,24,35,38.3,0.8,2,+4,17,33,3,13.4,16.4,20.8,0,0,+4,18,-/- (---),E,8,C,D,3,305,,,,,,,,"c-3(0)e5,T-1(pb-0)"
MNA,,"Adrianza,E+",89,15,20,8.6,30.6,17.2,0,w*,0,20,29,7,11.8,20.8,22.8,0,w,0,24,3/- (20-6),D,13,C,C,1,,,411,310,321,,,,3b-3e10 ss-3e21 2b-4e11
MNA,,"Arraez,L*",112,0,5,22.6,27.6,22.6,0,w,+8,14,0,3,43.5,46.5,60,0,w,+8,14,-/- (---),E,12,D,B,2,,,405,,,,,,2b-4e5
MNA,,"Astudillo,W",16,0,0,0,0,0,0,w*,0,0,0,0,25.7,25.7,53.5,6.2,8,-8,0,-/- (---),E,10,D,B,4,401,,,,,,,,"c-4(+1)e1,T-4(pb-20)"
MNA,,"Avila,A*",49,52,6,21.1,35.2,21.1,0,w,-8,8,38,33,5.1,46,11.3,0.7,1*,0,15,-/- (---),E,8,D,D,3,316,,,,,,,,"c-3(-1)e16,T-15(pb-1)"
MNA,,"Buxton,B",130,27,0,20.1,22.1,42.9,7,8,-9,11,29,0,22.6,24.7,66.2,14.5,8,-6,12,"*2-6,11/- (15-12)",C,17,D,D,2,,,,,,,102,,cf-1(-2)e2
MNA,,"Cave,J*",113,49,0,12.8,21.8,22.5,2.5,4,-2,0,48,0,18.6,27.6,34.2,2.3,4,-2,0,2-12/- (3-1),E,14,D,D,1,,,,,,304,304,304,cf-3(-1)e4 rf-3e4 lf-3e4
MNA,,"Cruz,N",185,0,8,41.6,54.6,99.3,19.3,8,-11,26,42,13,23.9,41.8,42.2,5.4,8,-11,6,-/- (---),E,10,D,D,1,,,,,,,,,
MNA,,"Donaldson,J",81,27,43,3.8,51.8,15.3,3.8,6*,0,14,22,24,10.6,39.5,28.7,5.8,8,-2,20,-/- (---),E,10,D,D,3,,,,212,,,,,3b-2e12
MNA,,"Garver,M",72,42,15,27.4,45.4,35.8,2.8,5,-7,8,84,8,3.5,14.5,14,3.5,w*,0,6,-/- (---),E,10,D,D,4,405,425,,,,,,,"c-4(0)e5,T-8(pb-6) 1b-4e25"
MNA,,"Gonzalez,M+",175,19,4,13.7,20.7,14.9,0,w,+8,1,21,10,11.2,24.1,19.6,2.8,5,+8,1,-/- (---),E,11,D,C,1,,307,308,405,,,,325,2b-3e8 3b-4e5 1b-3e7 rf-3(-2)e25
MNA,,"Jeffers,R",55,49,9,28.7,44.7,32.3,1.2,1,-7,0,32,8,19.9,34.8,36,5.4,8,-7,0,-/- (---),E,9,D,D,2,304,,,,,,,,"c-3(+2)e4,T-5(pb-1)"
MNA,,"Kepler,M*",171,25,10,13.5,25.5,18,0,w,+4,1,9,14,16.2,32.2,42.9,6.9,8,+4,0,3/- (20-6),C,14,D,D,2,,,,,,,304,104,rf-1(-3)e4 cf-3e4
MNA,,"Polanco,J+",209,0,0,33.5,34.5,50.6,3.8,w,+10,25,13,4,20.8,25.8,23.9,0.5,0,+9,24,"*2-5,11,12/- (15-11)",C,14,B,C,1,,,,,306,,,,ss-3e6
MNA,,"Rooker,B",19,8,0,31.4,52.5,40.7,0,w,+3,0,28,0,25.4,46.5,59.6,6.2,8,+3,0,-/- (---),E,10,D,C,2,,,,,,504,,504,rf-5(+1)e4 lf-5e4
MNA,,"Rosario,E*",210,1,0,24.3,24.3,27.8,0,w,+11,10,7,8,21.8,29.8,52.5,9.8,8,+10,9,7/- (15-6),C,13,C,C,1,,,,,,406,,,lf-4(-2)e6
MNA,,"Sano,M",186,81,4,6.6,11.6,18.8,2.8,5*,0,8,63,11,13.5,25.5,41.7,7.4,8*,0,8,-/- (---),E,12,D,D,1,,413,,,,,,,1b-4e13
MNA,,"Wade Jr,L*",39,22,0,0,5,0,0,w*,0,0,17,10,23,38,34.5,0,w,-1,0,"*2-8,12/9-11 (15-8)",D,13,D,C,1,,425,,,,323,423,423,1b-4e25 lf-3(+1)e23 cf-4e23 rf-4e23
NYA,,"Andujar,M",62,0,0,25.8,25.8,33,1.8,3,-9,12,9,0,17.4,17.4,29,0,w,-9,12,-/- (---),E,12,D,B,1,,,,465,,525,,,lf-5(+1)e25 3b-4e65
NYA,,"Estrada,T",48,48,0,24.8,37.8,32.5,2.6,4,-8,0,50,0,0,13,0,0,w*,0,0,*3/- (20-11),C,13,D,D,1,,,304,459,432,,,,2b-3e4 3b-4e59 ss-4e32
NYA,,"Ford,M*",74,22,0,0,6,0,0,w*,0,32,16,8,3.3,17.3,9,1.1,2*,0,29,-/- (---),E,9,D,B,1,,429,,,,,,,1b-4e29
NYA,,"Frazier,C",131,43,8,20.9,33.8,38.8,4,6,-1,17,31,29,13.6,47.6,28,3.3,6,-1,14,*3/- (20-6),B,14,D,D,1,,,,,,405,,405,rf-4(-1)e5 lf-4e5
NYA,,"Gardner,B*",130,27,8,11.9,21.9,11.9,0,w,-9,0,22,27,11.9,40.8,23,2.4,4,-4,0,"*2-7,12/9,11 (15-7)",C,15,B,D,1,,,,,,208,308,,lf-2(-1)e8 cf-3e8
NYA,,"Hicks,A+",169,3,27,13.3,41.3,20.9,1.8,3,0,13,18,31,10.2,42.2,24.6,1.6,1,0,12,*5/- (18-6),B,15,D,B,1,,,,,,,207,,cf-2(-1)e7
NYA,,"Higashioka,K",48,0,0,5.3,5.3,15,3.3,5*,0,0,39,0,26.3,26.3,64,12.3,8,+2,0,-/- (---),E,8,D,C,3,212,,,,,,,,"c-2(-2)e12,T-17(pb-3)"
NYA,,"Judge,A",101,45,6,16,26,59.7,14.6,8*,0,26,32,11,17.6,32.7,39.7,6.6,8,-7,27,3-8/- (3-1),E,14,D,D,3,,,,,,,,101,rf-1(-5)e1
NYA,,"Kratz,E",28,31,0,45.6,45.6,58.7,0,w,+4,0,8,14,26.8,40.8,32.9,0,w,+4,0,-/- (---),E,8,D,C,2,313,425,,,,,,,"c-3(-1)e13,T-17(pb-0) 1b-4e25"
NYA,,"Lemahieu,D",195,0,10,47.9,59.9,68.4,0,w,+5,9,0,9,35.1,46.1,53.2,4.4,8,+5,10,3/- (20-6),C,14,D,B,2,,212,120,231,,,,,2b-1e20 3b-2e31 1b-2e12
NYA,,"Mercer,J",20,0,21,21.5,42.5,21.5,0,w,-7,26,0,6,6.6,12.6,6.6,0,w,-5,32,-/- (---),E,11,D,C,1,,425,,437,420,,,,ss-4e20 1b-4e25 3b-4e37
NYA,,"Sanchez,G",156,34,37,3.1,45.2,12.4,3.1,5*,0,14,57,5,4.4,14.4,17.6,4.4,8*,0,25,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(-2)e16,T-15(pb-5)"
NYA,,"Stanton,G",76,35,31,7.3,43.3,19.9,2.8,5*,0,15,38,21,17.8,43.8,39.8,3,4*,0,14,"2-5,11,12/9 (13-6)",D,12,D,D,3,,,,,,,,,
NYA,,"Tauchman,M*",95,53,0,0,2,0,0,w*,0,24,21,13,25.5,40.5,34.8,0,w,+4,19,"*4,5/- (20-13)",A,15,D,D,1,,,,,,201,301,201,lf-2(-1)e1 rf-2e1 cf-3e1
NYA,,"Torres,G",136,8,18,14.8,35.8,22.4,0.8,0,-1,22,13,21,15.7,39.7,31.1,3.3,w,-1,19,2/- (20-6),D,12,D,C,2,,,,,438,,,,ss-4e38
NYA,,"Urshela,G",151,10,31,16.3,48.3,22.3,0,w,+3,20,5,9,27.9,37.9,46.6,3.1,5,+4,26,2/- (20-6),E,11,D,C,2,,,,105,,,,,3b-1e5
NYA,,"Voit,L",213,23,11,15.9,29.9,60.9,15,8*,0,14,25,5,24.3,32.3,57.4,10.8,8,-10,14,-/- (---),E,10,D,C,1,,411,,,,,,,1b-4e11
NYA,,"Wade,T*",88,49,0,5,12,14,3,4*,0,6,11,21,6,34,12.6,1.4,1*,0,3,"*2-5,12/- (19-13)",B,16,B,C,1,,,211,,323,,,,ss-3e23 2b-2e11
NYN,,"Alonso,P",208,38,10,7.3,23.3,24.7,5.8,8*,0,12,27,9,16,31,39.2,6.6,8,-3,13,2/- (20-6),E,12,D,D,1,,422,,,,,,,1b-4e22
NYN,,"Cano,R*",171,3,0,23.7,24.7,59.3,8.8,8,-3,31,4,0,38.9,39.9,52.4,3.8,7,-5,31,-/- (---),E,9,D,B,2,,,406,,,,,,2b-4e6
NYN,,"Cespedes,Y",31,70,10,1.8,17.8,7,1.8,3*,0,8,68,1,6.9,13.9,27.3,6.8,8*,0,9,-/- (---),E,9,D,D,1,,,,,,,,,
NYN,,"Chirinos,R",74,10,19,10.9,32.9,22.3,1.8,2,-1,26,44,0,1,4,1.6,0,w*,0,33,-/- (---),E,9,D,B,3,303,,,,,,,,"c-3(+1)e3,T-6(pb-3)"
NYN,,"Conforto,M*",202,24,10,24.9,41.8,38.3,3.8,7,-13,16,26,13,35.5,55.5,48.8,2.3,3,-12,11,"*2-5,11,12/9 (15-6)",C,13,D,D,1,,,,,,,,302,rf-3(-2)e2
NYN,,"Davis,J",190,20,22,13.8,42.8,23.5,0.8,0,-3,21,27,18,19.5,44.5,24.9,1.4,1,-10,20,-/- (---),E,12,D,D,1,,,,415,,525,,,3b-4e15 lf-5(0)e25
NYN,,"Dozier,B",15,41,6,2.2,8.1,2.2,0,w,0,32,56,0,0,0,0,0,w*,0,34,-/- (---),E,13,D,D,1,,,350,,,,,,2b-3e50
NYN,,"Frazier,T",157,19,8,24.4,37.4,37.5,1.8,2,-11,1,33,3,16.1,24.1,24.8,0.3,0,-7,1,"4,6/10 (13-6)",E,11,D,D,1,,309,,318,,,,,3b-3e18 1b-3e9
NYN,,"Gimenez,A*",118,24,0,24.1,34.1,30.9,2.3,3,-12,0,22,1,24.7,35.7,33.8,0.8,0,-12,0,"*2-5,12/- (19-14)",A,16,B,D,2,,,218,341,208,,,,ss-2e8 2b-2e18 3b-3e41
NYN,,"Guillorme,L*",57,47,20,16.5,36.5,16.5,0,w,+4,13,27,22,36,58,52.1,0,w,+3,13,*4/- (20-6),C,12,C,D,1,,,210,419,405,,,,2b-2e10 3b-4e19 ss-4e5
NYN,,"Heredia,G",33,7,21,16,37,21.3,1.8,3,+3,0,42,1,8.6,9.6,28.4,6.6,8*,0,0,*3/- (20-11),B,14,D,D,1,,,,,,,208,208,cf-2(-2)e8 rf-2e8
NYN,,"Marisnick,J",33,17,0,42.1,42.1,76.1,4.6,8,+4,0,56,0,31.1,31.1,51.1,4.2,8,+4,0,-/- (---),E,15,D,D,3,,,,,,,116,,cf-1(-2)e16
NYN,,"McNeil,J*",183,0,7,32.2,42.2,41,0,w,-2,11,2,9,32,44,45.9,1.8,3,-2,10,2-7/- (3-1),E,13,D,B,1,,,311,365,,308,,308,lf-3(-1)e8 3b-3e65 2b-3e11 rf-3e8
NYN,,"Nido,T",24,37,14,36,50,83.1,15.7,8,-8,5,18,4,22.7,26.7,44.4,4.6,8,-7,32,-/- (---),E,8,D,C,4,302,,,,,,,,"c-3(-1)e2,T-20(pb-6)"
NYN,,"Nimmo,B*",186,25,9,15.8,30.8,25.5,0.5,0,-7,0,14,25,23.7,54.7,39.1,3.3,5,-9,0,"4,6/8,10 (13-3)",D,14,D,C,1,,,,,,306,406,306,cf-4(+1)e6 lf-3e6 rf-3e6
NYN,,"Ramos,W",142,9,18,23.5,44.5,27.7,0.2,0,-10,21,22,0,17.9,20.9,27.5,2.2,3,-9,26,-/- (---),E,8,D,B,2,401,,,,,,,,"c-4(+1)e1,T-3(pb-3)"
NYN,,"Rosario,A",143,0,0,32.6,32.6,50.5,4,w,-11,27,40,0,19.2,19.2,25.2,2,2,-11,27,"2-6,9/- (3-1)",E,16,D,D,1,,,,,308,,,,ss-3e8
NYN,,"Smith,D*",177,22,14,23,43,43.8,2,4,+4,4,26,0,33.9,39.9,70.7,5.8,8,+4,6,-/- (---),E,11,D,D,1,,314,,,,515,,,1b-3e14 lf-5(+2)e15
OAA,,"Allen,A*",31,0,0,0,0,0,0,w*,0,0,69,0,14.2,14.2,20.2,1.6,3,-8,0,-/- (---),E,8,D,D,2,401,,,,,,,,"c-4(+3)e1,T-7(pb-0)"
OAA,,"Canha,M",191,15,30,23.3,63.3,44,0,w,+5,1,27,20,11.4,41.4,19.8,1.5,2,+6,2,*3/- (20-6),B,14,D,D,1,,409,,,,304,304,304,rf-3(0)e4 lf-3e4 cf-3e4 1b-4e9
OAA,,"Chapman,M",142,31,9,13.6,24.6,33.4,3.5,6*,0,9,56,0,19.5,21.5,56.5,8.3,8*,0,10,-/- (---),E,13,D,D,2,,,,123,364,,,,3b-1e23 ss-3e64
OAA,,"Davis,K",85,13,18,19.9,44.9,30.6,0,w,-7,24,44,8,4.8,19.8,12.9,2,4*,0,28,-/- (---),E,11,D,C,1,,,,,,,,,
OAA,,"Grossman,R+",166,30,18,0,24,0,0,w*,0,0,18,10,21.2,37.2,46,3.8,8,-3,0,"*4,6/- (19-13)",A,14,D,C,1,,,,,,300,400,300,lf-3(0)e0 cf-4e0 rf-3e0
OAA,,"Heim,J+",38,0,0,29.4,29.4,29.4,0,w,+4,21,0,10,11.2,21.2,11.2,0,w,+4,19,-/- (---),E,9,D,C,2,308,,,,,,,,"c-3(+2)e8,T-20(pb-0)"
OAA,,"Kemp,T*",93,3,0,0,7,0,0,w*,0,0,4,21,22.5,50.5,27.5,0,w,-6,0,"*4,6/- (17-11)",B,15,C,C,1,,,305,,,301,,,2b-3e5 lf-3(+2)e1
OAA,,"La Stella,T*",196,0,13,16.5,31.5,23.8,0,w,+7,20,0,16,29.4,47.4,46.6,1.5,2,+7,19,2/- (20-6),E,12,D,B,1,,420,423,406,,,,,2b-4e23 1b-4e20 3b-4e6
OAA,,"Lamb,J*",88,0,3,14,24,36.7,5,8*,0,6,39,9,9.3,25.3,16.8,0.8,2,+4,5,2-10/- (3-1),E,13,D,D,1,,406,,413,,,,,3b-4e13 1b-4e6
OAA,,"Laureano,R",183,47,4,9.4,26.4,18.4,3,5,+7,16,27,16,10,39,17.4,1,1,+6,19,"4,5/- (13-6)",C,15,D,C,1,,,,,,,207,,cf-2(-4)e7
OAA,,"Machin,V*",63,0,17,4.2,21.2,5.9,0,w*,0,28,7,13,16.7,29.7,17.5,0,w,-8,29,-/- (---),E,11,D,C,1,,424,411,321,464,,,,3b-3e21 ss-4e64 2b-4e11 1b-4e24
OAA,,"Murphy,S",116,50,13,16.5,29.6,31.8,5,8,-9,10,26,32,10.1,42,25.3,4,8,-1,21,-/- (---),E,10,D,D,2,204,,,,,,,,"c-2(-2)e4,T-6(pb-5)"
OAA,,"Olson,M*",210,50,12,13.5,26.5,28.5,5,8,-6,4,42,20,8.5,29.5,27.7,6.2,8*,0,3,2/- (20-6),E,11,D,C,0,,103,,,,,,,1b-1e3
OAA,,"Pinder,C",56,23,7,15.1,22,27.8,4.3,7,-8,31,20,9,19.8,28.8,34.3,0.3,1,-4,31,-/- (---),E,12,D,C,2,,,315,320,,302,,,2b-3e15 3b-3e20 lf-3(0)e2
OAA,,"Piscotty,S",159,27,0,18.6,19.6,21.6,0,w,+9,20,50,2,14.9,17.8,26.5,3.3,6,+8,19,*5/- (20-11),B,12,D,C,1,,,,,,,,300,rf-3(-1)e0
OAA,,"Semien,M",211,32,11,14.1,25.2,42.7,9.5,8,-3,10,18,13,15.6,28.6,31.4,3.6,w,-5,8,*4/- (20-6),B,15,D,C,1,,,,,322,,,,ss-3e22
PHN,,"Bohm,A",160,1,16,27.4,46.4,46.4,3.2,4,+7,15,23,8,38,49,55.1,3.2,w,+7,17,6/11 (13-5),D,11,D,C,1,,413,,418,,,,,3b-4e18 1b-4e13
PHN,,"Bruce,J*",96,52,0,2.6,2.6,5,0.8,1*,0,6,20,4,12.1,16.1,39.9,6.4,8*,0,6,-/- (---),E,10,D,C,2,,524,,,,504,,504,lf-5(+1)e4 rf-5e4 1b-5e24
PHN,,"Garlick,K",22,48,0,0,9,0,0,w*,0,0,30,0,10.6,19.5,19.3,0,w*,0,0,-/- (---),E,11,D,D,2,,,,,,408,,408,lf-4(+1)e8 rf-4e8
PHN,,"Gosselin,P",92,25,15,23.8,38.8,32.7,1.3,2,-1,19,44,2,14.9,16.9,23.5,1,0,-1,23,-/- (---),E,13,D,C,1,,416,411,447,,423,,423,1b-4e16 lf-4(+1)e23 rf-4e23 2b-4e11 3b-4e47
PHN,,"Gregorius,D*",215,10,0,15.1,19.1,40.6,4.8,8,+3,15,0,1,30.6,35.7,44.9,2.8,3,+3,15,*2-5/12 (15-9),C,13,D,C,0,,,,,220,,,,ss-2e20
PHN,,"Harper,B*",190,26,29,19.9,50.9,38.4,5,7,-9,12,10,26,14.8,42.8,34.5,4.5,7,-5,12,"*4,6/- (18-12)",A,15,B,D,1,,,,,,,403,203,rf-2(-2)e3 cf-4e3
PHN,,"Haseley,A*",79,0,0,15.5,20.5,19.5,0,w,+4,27,21,6,26.9,37.8,33.3,0,w,+4,25,-/- (---),E,13,A,C,2,,,,,,301,401,301,cf-4(-1)e1 lf-3e1 rf-3e1
PHN,,"Hoskins,R",151,0,40,16.6,62.6,44.6,6,8*,0,9,37,17,11,34,22.6,2.8,5,-3,13,2/- (20-6),D,11,D,D,2,,416,,,,,,,1b-4e16
PHN,,"Kingery,S",113,45,13,0,15,0,0,0*,0,3,32,3,6.8,11.8,14.1,0.8,1*,0,4,-/- (---),E,13,D,C,2,,,332,,423,,308,,2b-3e32 cf-3(+1)e8 ss-4e23
PHN,,"Knapp,A+",72,6,0,34.5,37.5,41.7,0,w,+4,10,26,34,15.4,52.4,27.4,1.4,2,+3,4,-/- (---),E,9,D,D,2,405,425,,,,,,,"c-4(0)e5,T-20(pb-8) 1b-4e25"
PHN,,"McCutchen,A",217,18,21,19.9,41.8,39.4,4.3,6,+5,11,17,6,18.2,25.2,25.4,2,2,+6,13,*3/- (20-6),B,14,D,C,1,,,,,,404,,,lf-4(0)e4
PHN,,"Quinn,R+",108,31,0,10.3,14.2,22,3.8,6,-4,0,56,0,16.5,20.5,20.9,0,w,-12,0,"*2-5,11,12/- (20-13)",AA,17,A,D,2,,,,,,,305,305,cf-3(-2)e5 rf-3e5
PHN,,"Realmuto,J",173,24,19,29.1,55.1,41,1.8,3,-10,10,28,4,16.5,27.5,30,4.5,8,-9,11,*7/- (18-11),B,15,D,D,2,101,307,,,,,,,"c-1(-2)e1,T-13(pb-1) 1b-3e7"
PHN,,"Segura,J",192,22,8,22.4,31.4,33.7,3.3,5,0,22,19,13,22,36,29.7,0.8,1,0,20,"2-5,12/10 (13-6)",C,14,C,D,1,,,210,315,488,,,,2b-2e10 3b-3e15 ss-4e88
PHN,,"Walker,N+",39,27,0,0,0,0,0,w*,0,0,49,0,30.5,30.5,44.2,0,w,+4,0,-/- (---),E,11,D,D,1,,405,412,410,,516,,,2b-4e12 1b-4e5 3b-4e10 lf-5(+3)e16
PIN,,"Alford,A",28,50,0,17.8,17.8,64.3,13.5,8*,0,0,22,0,14,14,46.8,4.8,8*,0,0,*5/- (20-13),A,17,D,D,2,,,,,,212,312,,cf-3(+1)e12 lf-2e12
PIN,,"Bell,J+",195,39,17,4.9,23.9,11.6,2.3,4,-1,8,30,4,22.4,28.4,31.4,3,4,-12,10,-/- (---),E,11,D,C,1,,419,,,,,,,1b-4e19
PIN,,"Evans,P",39,0,0,47.4,52.4,78.9,7.6,8,+4,20,11,27,33.3,65.4,36.2,0,w,+3,10,2-12/- (3-1),E,11,D,C,4,,430,,441,,425,,425,3b-4e41 lf-4(+2)e25 rf-4e25 1b-4e30
PIN,,"Frazier,A*",209,8,0,16.9,19.9,21.6,1.5,2,+1,10,5,7,19.8,29.8,29.9,2.5,3,+1,9,"2-5/7-9,11 (13-1)",D,13,C,C,1,,,204,,,308,,,2b-2e4 lf-3(+1)e8
PIN,,"Gonzalez,E",181,17,0,31.8,31.8,61.3,3,6,+9,23,33,0,14.8,14.8,28.7,1.5,w,+9,22,"*2-6,11/7,9 (15-5)",D,13,C,C,1,,,,314,322,,,,ss-3e22 3b-3e14
PIN,,"Hayes,K",85,4,4,52.7,58.7,83.9,3.2,6,-8,17,22,9,44.2,55.2,81,5.8,8,-8,14,2/- (20-6),C,13,D,C,1,,,,208,,,,,3b-2e8
PIN,,"Moran,C*",178,26,3,24.4,29.4,38.9,1.2,1,-10,28,29,12,20.7,34.7,44.9,6.6,8,-8,23,-/- (---),E,9,D,D,2,,417,,439,,,,,1b-4e17 3b-4e39
PIN,,"Murphy,J",58,65,0,32.3,32.3,32.3,0,w,-9,4,67,7,6,13,9.4,0,w,-1,15,-/- (---),E,10,C,B,2,209,,,,,,,,"c-2(0)e9,T-10(pb-0)"
PIN,,"Newman,K",156,0,22,22,45,26.5,1.5,3,-1,0,0,3,18,22,21.5,0,w,-1,1,2-6/- (3-1),E,13,D,C,2,,,326,,338,,,,ss-3e38 2b-3e26
PIN,,"Oliva,J",16,59,0,0,0,0,0,w*,0,0,46,0,16.9,16.9,16.9,0,w,-9,0,*3/- (20-11),B,16,D,D,1,,,,,,301,301,,lf-3(-1)e1 cf-3e1
PIN,,"Osuna,J",78,0,7,23.4,30.4,39.5,3,5,+4,8,22,0,8.3,8.3,25.3,5.2,8,+2,9,2-12/- (3-1),E,11,D,C,1,,416,,408,,510,,510,rf-5(0)e10 1b-4e16 lf-5e10 3b-4e8
PIN,,"Polanco,G*",157,60,5,4.6,9.6,12.4,2.2,3*,0,1,53,6,6.4,12.4,20.4,3.8,6*,0,2,"*5,6/- (17-12)",C,13,D,D,2,,,,,,,,409,rf-4(0)e9
